"kMEblack"	"kMEgreenyellow"	"kMEmagenta"	"kMEpink"	"kMEpurple"
"TRINITY_DN5695_c0_g1_i1"	-0.400851778448058	-0.577843787860592	0.183313287803342	0.699475717447044	0.404636945617794
"TRINITY_DN5695_c0_g1_i2"	-0.0317497317929093	0.466101771791999	-0.262978412071564	-0.293238464401581	0.20942169263314
"TRINITY_DN5695_c1_g1_i1"	-0.502013180574403	-0.0313336234854285	0.0442345615239712	0.399786143396891	0.481197006879476
"TRINITY_DN5695_c0_g3_i1"	-0.6066655820419	-0.239393067333632	0.238269991051722	0.262657332389041	0.932147651588571
"TRINITY_DN5634_c0_g1_i1"	-0.709409536153115	-0.143057604481557	0.337482533862981	0.213885331132813	0.983201878783671
"TRINITY_DN5649_c0_g1_i21"	-0.616677908879594	-0.318024747660265	0.120333162535993	0.241084890104137	0.801392348007556
"TRINITY_DN5649_c0_g1_i23"	-0.21630679124033	-0.0106677838604171	-0.263794276245364	0.0465962048520392	0.25023709280724
"TRINITY_DN5649_c0_g1_i26"	0.490798824239693	0.00845347426862353	-0.477147953019564	0.0782808471726354	-0.547315097632885
"TRINITY_DN5617_c0_g1_i1"	-0.374157623256724	-0.180172073851516	-0.0121722390455477	0.308715391359102	0.804531515685035
"TRINITY_DN5677_c0_g1_i2"	0.712337137428035	0.278301826000345	-0.284790248270946	-0.413440244737211	-0.312396071169122
"TRINITY_DN5677_c0_g1_i3"	-0.602242820292034	0.415933834088669	0.374438894360641	0.0438965328568992	0.545060542637881
"TRINITY_DN5677_c0_g1_i4"	0.678164410502381	0.517881574128789	-0.377929133392193	-0.285030259183377	-0.308600620560491
"TRINITY_DN5696_c0_g1_i2"	-0.622983949360851	-0.0689241904826489	0.335346644523143	0.227510270071327	0.796679745002653
"TRINITY_DN5624_c0_g1_i1"	-0.360236652682663	-0.101161942126542	0.137545686975068	0.107581503982599	0.745031980115986
"TRINITY_DN5660_c1_g2_i1"	-0.512864112636834	-0.306447247546909	0.54223579694544	0.193232345815617	0.533551814010779
"TRINITY_DN5660_c1_g1_i2"	-0.591021980707388	-0.443907555379109	0.275838720945632	0.42015960431734	0.849298230936658
"TRINITY_DN5660_c2_g1_i1"	-0.387623654493388	-0.383904393271699	0.0714064724105797	0.394866117212806	0.733895376675994
"TRINITY_DN5660_c2_g1_i2"	-0.302699413393617	0.213694720968765	0.208763738321405	0.0752919454640623	0.552802057971663
"TRINITY_DN5671_c0_g1_i1"	0.720688674245503	0.215278871113771	-0.519754322298526	-0.352916851011783	-0.302716687767754
"TRINITY_DN5671_c0_g1_i12"	0.671372673785448	0.303483522486178	-0.196948448160151	-0.487649215481458	-0.290317913794328
"TRINITY_DN5671_c0_g1_i14"	0.91069539937066	0.127360979477169	-0.452434032111258	-0.488021892373388	-0.829904436067418
"TRINITY_DN5671_c0_g1_i8"	0.876105548634949	0.136631039759881	-0.422623146542168	-0.293021053074579	-0.63719311019572
"TRINITY_DN5683_c0_g1_i1"	-0.663541526123247	-0.348788289730642	0.311732790725707	0.132199542051758	0.928441456820818
"TRINITY_DN5658_c1_g1_i2"	-0.0804323740732984	0.846540025699431	0.0418578066194887	0.128634384737887	0.114277440204
"TRINITY_DN5642_c0_g1_i1"	0.772628238970258	0.115921920815356	-0.634764603261807	-0.54447133404068	-0.750182661422057
"TRINITY_DN5642_c0_g1_i2"	0.828245695982166	-0.0580749230899283	-0.380421102171171	-0.413984044549821	-0.553409090636383
"TRINITY_DN5642_c0_g1_i3"	0.761560081732714	-0.0434056456248577	-0.374422981710829	-0.405711247145838	-0.807121781708908
"TRINITY_DN5638_c1_g2_i1"	-0.359070227809012	-0.284876543852403	0.273864549918302	-0.102448296410458	0.483456045434345
"TRINITY_DN5662_c0_g1_i4"	0.167872894726417	0.00243966514207067	-0.107862705668912	-0.0561984364872643	-0.273781054985774
"TRINITY_DN5681_c0_g1_i1"	0.285758044607688	0.208120105973839	0.19662811960476	-0.103317805842149	-0.0710808650841142
"TRINITY_DN5622_c0_g1_i1"	-0.745450611687098	-0.288535693432329	0.502574466343468	0.345078246554422	0.927378222653858
"TRINITY_DN5616_c0_g1_i5"	0.758491657806314	0.131888977183164	-0.384292035102892	-0.535052256545345	-0.267898043631057
"TRINITY_DN5616_c0_g1_i7"	0.758491657806314	0.131888977183164	-0.384292035102892	-0.535052256545345	-0.267898043631057
"TRINITY_DN5699_c0_g1_i3"	0.350642774877946	-0.191177127650242	-0.212723596796726	-0.144251500362941	-0.207871635573551
"TRINITY_DN5635_c0_g1_i1"	-0.753659192758145	-0.221848033208951	0.347683830842842	0.347257951293213	0.984901574470596
"TRINITY_DN5611_c0_g2_i2"	-0.586751634469519	-0.237630744407433	0.344514001983772	0.395738681993075	0.865950319221692
"TRINITY_DN37977_c0_g1_i1"	0.760209309806534	0.204102278079467	-0.485600126732846	-0.138881567534682	-0.409793944826724
"TRINITY_DN37897_c0_g1_i1"	0.429547281444937	0.334042916786498	-0.203260480938761	-0.123643304719566	-0.0619702842861959
"TRINITY_DN37941_c0_g1_i1"	-0.494262272813625	-0.259349346639559	-0.0114435428721391	0.94456445831081	0.361558262256973
"TRINITY_DN28830_c0_g1_i1"	-0.759554368635337	-0.0508844988504405	0.314571332702261	0.303472559991559	0.97216574928204
"TRINITY_DN28802_c0_g1_i1"	-0.84179107296282	-0.0220872523594288	0.5586548958568	0.307908782028942	0.922078298913421
"TRINITY_DN28816_c0_g1_i1"	-0.389188654720071	0.00913141679410671	-0.0202316112772035	0.336784580121833	0.713676569360591
"TRINITY_DN12423_c0_g2_i1"	0.189407917308965	-0.0469714595569273	-0.471247798821749	-0.0648573913288951	0.271526666764075
"TRINITY_DN12473_c0_g1_i2"	0.918060029666689	0.216383544685159	-0.400037993531311	-0.430303190207216	-0.814143459242756
"TRINITY_DN12428_c0_g1_i1"	-0.278256830045926	0.200856141419828	0.0641292908463602	0.149481348114777	0.646271077281938
"TRINITY_DN12499_c0_g1_i1"	-0.792550335664379	-0.197018907617401	0.364118774937946	0.251522316931501	0.930511081918219
"TRINITY_DN12451_c0_g1_i1"	-0.586129984524353	-0.280678429721082	0.347391796772704	0.100490381988242	0.89303323472827
"TRINITY_DN12437_c0_g2_i1"	0.745951729110629	0.155902804352636	-0.550787804102026	-0.436655004737872	-0.737525036274836
"TRINITY_DN12462_c0_g1_i1"	0.69109145828853	-0.150467518778228	-0.343643537458182	-0.513199535381929	-0.779699831493703
"TRINITY_DN12415_c1_g1_i1"	-0.409757873544031	-0.0859554426043184	0.133823535304206	0.119250830734928	0.820361952992679
"TRINITY_DN12415_c2_g1_i3"	-0.347909659376038	0.12493192495725	0.181236057785621	-0.109392430386125	0.745212424715506
"TRINITY_DN12415_c2_g1_i4"	-0.282974937626338	-0.614576592319169	-0.0947391133902175	0.554254445717132	0.324149535447105
"TRINITY_DN12415_c0_g1_i13"	0.335086677180399	0.0260053270472422	0.144265436328178	-0.178042654572033	-0.542488939062961
"TRINITY_DN12416_c0_g1_i1"	0.26462445742	-0.539657498836381	-0.569978715994321	0.125403859021733	0.0302358147238947
"TRINITY_DN12405_c0_g3_i1"	0.863452806708763	0.0388761293424389	-0.389486568472609	-0.404521441799552	-0.529240813611965
"TRINITY_DN12405_c0_g2_i3"	0.946123611391806	0.113231946778714	-0.469847543444525	-0.599668084070222	-0.808264297638052
"TRINITY_DN4725_c0_g1_i1"	-0.317032193886871	-0.302796136284252	0.301330331070107	-0.247347297939131	0.122257839081002
"TRINITY_DN4725_c0_g1_i4"	-0.802714534451032	-0.0141716381484864	0.496834151999629	0.31298419495892	0.865001079528007
"TRINITY_DN4706_c0_g4_i1"	-0.00388165733346038	0.952518133948895	-0.0463709778128384	-0.0180960120014869	-0.000256865804017209
"TRINITY_DN4706_c1_g1_i3"	0.467913724668831	0.866861963894562	-0.374909248383192	-0.397837582799143	-0.438206433088896
"TRINITY_DN4706_c0_g1_i1"	0.872323790382488	0.135063972380575	-0.448421182146219	-0.491055941111341	-0.904705862352428
"TRINITY_DN4706_c0_g1_i2"	0.702034616630895	-0.0826538959426186	-0.438821838469389	-0.0113647272293644	-0.674984962604213
"TRINITY_DN4715_c3_g1_i3"	0.461964312687033	0.0980683570398838	-0.0650359784932257	-0.104446187552198	-0.130175741586575
"TRINITY_DN4715_c1_g1_i1"	-0.52338932267938	-0.147213660207524	0.202173350992495	0.278785021964056	0.841419966870191
"TRINITY_DN4715_c2_g1_i1"	-0.644161206804468	-0.15094394278986	0.323348302956738	0.0623197693054679	0.922146563426492
"TRINITY_DN4703_c0_g1_i1"	0.930050193484719	0.026886577965259	-0.516155024973427	-0.553668473026664	-0.714433293522253
"TRINITY_DN4749_c0_g1_i1"	-0.390322370475675	-0.100980413029196	0.269060672209379	0.0256288173708836	0.721220986223924
"TRINITY_DN4718_c0_g1_i1"	0.814012856944925	0.235491931249303	-0.557681554756601	-0.439986868919062	-0.676450459348916
"TRINITY_DN4718_c0_g1_i2"	-0.639118105104016	-0.348606397164433	0.645484408508905	0.318727317000353	0.592983586119928
"TRINITY_DN4766_c0_g1_i1"	-0.79166895235642	-0.00821966311085327	0.573969973544342	0.288114681199827	0.703912296023573
"TRINITY_DN4781_c0_g1_i1"	-0.562066012236795	-0.202437024107707	0.124360065471637	0.966771957344637	0.392107390528426
"TRINITY_DN4743_c0_g1_i14"	0.820768571679837	0.254302045263698	-0.539835751948804	-0.0700861376795071	-0.636201579599697
"TRINITY_DN4707_c0_g1_i2"	-0.129951351559393	0.372457532534707	-0.030797959903484	0.00744650327118399	0.42496051017702
"TRINITY_DN4780_c0_g1_i2"	0.298588764099802	0.209394098680915	-0.0624774035674147	-0.460538910556274	-0.150594409073367
"TRINITY_DN4780_c0_g3_i3"	0.926504194332325	0.121799302535855	-0.387143549982989	-0.422999819078872	-0.920898824601887
"TRINITY_DN4714_c2_g1_i1"	-0.641109989949794	-0.214062158574798	0.436357586918308	0.235324702900929	0.740656150767597
"TRINITY_DN4714_c0_g1_i17"	0.766882885256619	-0.0970657472108135	-0.186339360347967	-0.501606600889563	-0.700944419549754
"TRINITY_DN4714_c0_g1_i2"	0.359935414029011	0.0936155088972594	-0.170608354330963	0.148407223738014	-0.102351784152353
"TRINITY_DN4714_c0_g1_i4"	0.762504573122298	-0.0774432576266347	-0.614700697370556	-0.663717059464383	-0.581299075350434
"TRINITY_DN4714_c0_g1_i5"	-0.835903809050579	-0.130017204068328	0.412973919300259	0.471898667252353	0.940304384987268
"TRINITY_DN4714_c0_g1_i6"	-0.49641295985009	-0.287225584885673	0.506030750393401	0.360521552765659	0.66097172434975
"TRINITY_DN4730_c0_g1_i7"	0.879603025241415	0.129891110411778	-0.339122428879982	-0.353841649108483	-0.591444536281957
"TRINITY_DN4730_c0_g2_i1"	0.942245801484069	0.0698909801489123	-0.508653074270741	-0.551779929017139	-0.772273630607585
"TRINITY_DN4735_c0_g1_i1"	-0.764960105147961	-0.0949445524182643	0.314006873132921	0.396919223975579	0.940526653042881
"TRINITY_DN4754_c0_g1_i2"	0.335041412542835	0.0918469379274994	0.0089380609271919	0.0746364109042804	-0.155111833408694
"TRINITY_DN4739_c0_g1_i1"	-0.829967342218474	-0.152450592564815	0.516412542976412	0.207433926238316	0.740947390984079
"TRINITY_DN4742_c0_g1_i1"	-0.556205982608763	-0.0976784935835269	0.165725032218691	0.329197250059795	0.886904053629939
"TRINITY_DN4744_c0_g1_i12"	0.619923307872033	0.043140675267226	-0.0613942074429678	-0.513129271323257	-0.827815040713967
"TRINITY_DN4744_c0_g1_i5"	0.0718850750850113	0.333281554986841	-0.292612668614043	0.218377842144816	-0.0338184851539484
"TRINITY_DN4757_c0_g1_i1"	-0.823838714813769	-0.0753679448981344	0.55565151497943	0.206578390483587	0.869522636642824
"TRINITY_DN4701_c0_g1_i2"	-0.200209751505403	0.068455652062644	-0.136925629698388	0.167332603661294	0.501961639405886
"TRINITY_DN4711_c2_g1_i2"	0.679457536275749	0.0963481841898433	-0.169751608401945	-0.427236443129737	-0.52944969422487
"TRINITY_DN4711_c8_g1_i1"	-0.363476906586051	-0.120101860111605	0.46231975522186	-0.0621691710339319	0.626087270171172
"TRINITY_DN4711_c4_g1_i2"	-0.149912057741055	0.0334075265807895	0.0426073291396759	-0.209457438945522	0.569020261527901
"TRINITY_DN4704_c4_g1_i1"	-0.521614008550841	-0.150433812793961	0.532611056124163	0.281566313137984	0.526709727872019
"TRINITY_DN4704_c4_g1_i2"	-0.331491677394722	-0.444330242220369	0.532547349424086	0.023958287295488	0.126962441396394
"TRINITY_DN4704_c4_g1_i3"	-0.884593348656544	-0.165846064473217	0.515494052564741	0.358238891787018	0.776578744666387
"TRINITY_DN4704_c0_g1_i10"	-0.85688826616461	-0.0638362697276907	0.373168005259631	0.470066988648139	0.936724081381848
"TRINITY_DN4704_c0_g1_i16"	-0.843627065160622	-0.054545790549892	0.363089729726608	0.467438528764582	0.937449492970524
"TRINITY_DN4704_c0_g1_i4"	-0.841671041525269	-0.0391493784907833	0.323703399305733	0.467057831134108	0.929355359521785
"TRINITY_DN4704_c14_g1_i1"	-0.632774143007771	-0.282278918593097	0.283159348906082	0.380619290416815	0.90339123126558
"TRINITY_DN4704_c1_g1_i2"	-0.473085484357068	-0.151219665355174	-0.0645413186681961	0.131849676519162	0.781542657561833
"TRINITY_DN4704_c2_g2_i1"	0.674347051763821	0.0632944980442943	-0.456730406065072	-0.00179599775490276	-0.267731369467159
"TRINITY_DN4704_c2_g1_i1"	-0.116233624967305	0.117468237186081	-0.172884107972957	0.170390350597647	-0.126361385561325
"TRINITY_DN4704_c2_g1_i4"	-0.074821408608162	-0.165082798710681	0.438584902299473	-0.244897952494437	0.226361953249898
"TRINITY_DN4704_c2_g1_i5"	-0.853639298500914	-0.334498810217787	0.338531520183686	0.35732544992879	0.907463089084656
"TRINITY_DN4704_c2_g1_i6"	0.197121009396927	-0.147243117199048	-0.0326987455467208	-0.00213103047825905	-0.351092438651982
"TRINITY_DN4733_c0_g1_i1"	-0.831076548876276	-0.13068445727634	0.512340898940593	0.258251572082955	0.923317195009688
"TRINITY_DN4736_c1_g1_i2"	-0.44081022316443	-0.0137507307945434	-0.148519100532169	0.485498697408017	0.158273277731487
"TRINITY_DN4708_c0_g1_i1"	-0.676121774763258	-0.108359061421226	0.362275987304249	0.110186248439057	0.934934312471025
"TRINITY_DN4702_c0_g1_i6"	-0.344516797135625	-0.132013682547078	0.0841494205874222	0.340114882992484	0.576469943371645
"TRINITY_DN4712_c0_g4_i1"	-0.902890971237017	-0.110697631716426	0.585155137180422	0.387572251856681	0.828015542997313
"TRINITY_DN4712_c0_g2_i1"	0.800608708540135	0.396018796470544	-0.301636137916988	-0.569100040696335	-0.535863664770588
"TRINITY_DN4712_c0_g1_i1"	0.871749602091738	0.156798897437201	-0.706017793890447	-0.218119096189792	-0.674443756129531
"TRINITY_DN4712_c0_g1_i2"	0.501872429662445	0.370475173134858	-0.52554432275642	-0.0665781356778657	-0.140573430243498
"TRINITY_DN4712_c0_g3_i1"	0.525709043250636	0.155994335444338	-0.264610086553056	-0.269248208737721	-0.166108360117852
"TRINITY_DN4712_c0_g3_i3"	0.421488034645192	-0.228701870032932	-0.0349455142598676	0.0978413744430127	-0.52167235623917
"TRINITY_DN4712_c4_g1_i1"	0.833867470004063	0.237893017483918	-0.686464487066286	-0.2013592793207	-0.5967363690223
"TRINITY_DN4741_c2_g2_i1"	-0.666168278857393	-0.454656523513967	0.255964010128099	0.524039369171533	0.809050041332059
"TRINITY_DN4792_c0_g1_i1"	-0.831030410730395	-0.0884189210222949	0.406523983085463	0.23769835210455	0.894500578882923
"TRINITY_DN4792_c0_g2_i1"	-0.845919383923956	-0.08904891675676	0.487863381070441	0.182117891694398	0.871808764996428
"TRINITY_DN4740_c0_g2_i8"	-0.612399354032148	-0.26766108288913	0.131168777622474	0.60737196899687	0.573383090271744
"TRINITY_DN4740_c0_g1_i1"	-0.590637814823924	0.0796706794115822	0.578246053997199	0.0430680478364969	0.555961478256535
"TRINITY_DN4783_c0_g1_i13"	0.482534212171209	-0.195652850220359	0.116328291591166	-0.521833577202357	-0.138565139434617
"TRINITY_DN4783_c0_g1_i24"	0.533679897333881	-0.211159715258851	0.0477763842751394	-0.233352586070428	-0.6081217398795
"TRINITY_DN4774_c0_g1_i1"	-0.84607436299254	-0.164281555556436	0.4908951177847	0.240371038171737	0.885767915151518
"TRINITY_DN4767_c0_g1_i1"	-0.721913122321998	0.0270698032205534	0.527810500386988	0.247129008972435	0.363653153978621
"TRINITY_DN28940_c0_g1_i1"	-0.722124005650113	-0.211782908042723	0.242627141744099	0.184438210950624	0.892348308045174
"TRINITY_DN28946_c0_g1_i1"	0.215794288678068	0.981000302577358	-0.0841720088998732	-0.201575625701939	-0.217197111318869
"TRINITY_DN19767_c0_g1_i1"	0.927572174215035	0.128308731106425	-0.390302208490788	-0.423333338967392	-0.908179078182582
"TRINITY_DN19730_c2_g1_i1"	0.563522943568994	0.144440264133402	-0.459939922070179	-0.0525769257723455	-0.257104039395833
"TRINITY_DN19730_c3_g1_i1"	-0.884494718051436	-0.160451279902401	0.453440203871971	0.420625953139557	0.854100345749712
"TRINITY_DN19757_c1_g1_i1"	-0.462421719803456	-0.135229887700212	0.359706128145361	0.323540341473221	0.712052007608922
"TRINITY_DN19786_c0_g2_i1"	0.662904328615014	-0.0933383942102911	-0.516575771136457	-0.161847836272942	-0.43434844595501
"TRINITY_DN19747_c0_g1_i4"	0.491735156529668	0.0280634131757228	-0.373179523343741	0.17846912198565	-0.192124938498848
"TRINITY_DN19747_c0_g1_i7"	0.627453907822441	-0.0929819933342138	-0.244682924373457	-0.358727283389969	-0.420891114770363
"TRINITY_DN0_c4_g1_i4"	0.652098877698181	-0.0317323220164068	-0.189696205649734	-0.427134591144469	-0.256817444835007
"TRINITY_DN0_c0_g1_i12"	-0.107586193560224	0.0184223178270291	0.241547354511099	0.107975008168417	-0.0724185419200275
"TRINITY_DN0_c0_g1_i28"	0.0410553250974946	-0.0612287710746154	0.239232304747414	0.193042193181851	0.0720474334594134
"TRINITY_DN0_c0_g1_i34"	-0.500326696973944	-0.111590276940293	0.332594968988905	0.242381568741396	0.0408966360770765
"TRINITY_DN0_c0_g1_i39"	-0.593170181104782	-0.158388008809008	0.266873152851823	0.388118418937598	0.789709834166654
"TRINITY_DN0_c0_g1_i4"	0.597021250020975	0.305146417391937	-0.277174992813677	-0.169229745959104	-0.155761080524186
"TRINITY_DN0_c2_g1_i1"	0.85572126507521	0.341472071270226	-0.417739906619262	-0.367994122169145	-0.602597805973817
"TRINITY_DN0_c2_g1_i14"	0.579298157235567	0.0428530062460833	-0.390322631860673	-0.160757210684194	-0.171669463912346
"TRINITY_DN0_c2_g1_i16"	0.0373877760966939	0.125750594985063	-0.104284586987829	-0.205255244470861	-0.215142154044787
"TRINITY_DN0_c2_g1_i17"	0.653314059547766	0.15025045848009	-0.429985805439923	-0.50598101180993	-0.46664485114378
"TRINITY_DN0_c2_g1_i18"	0.141527291079258	-8.02076252653661e-05	-0.0272677070456785	-0.0165857447669688	-0.121913805088961
"TRINITY_DN0_c2_g1_i2"	0.621014481342909	0.269468986198632	-0.233191692153057	-0.502966066019909	-0.636068827495011
"TRINITY_DN0_c2_g1_i24"	0.567294636432773	0.0258068515325444	-0.65433486362066	-0.00336983519509781	-0.333185010733567
"TRINITY_DN0_c2_g1_i28"	0.374229712956206	-0.0262347141904322	-0.137913820260118	0.189093716472962	-0.620382249513772
"TRINITY_DN0_c2_g1_i29"	0.510665769167807	0.0499121248652012	-0.421225283537152	-0.204054003583889	-0.299006076401289
"TRINITY_DN0_c2_g1_i31"	0.662388697959099	0.266436270250545	-0.233129051831418	-0.318309872762928	-0.321785964730086
"TRINITY_DN0_c2_g1_i33"	-0.0682900217067125	-0.0176085898572683	-0.0451469684932452	0.223850962526988	-0.11432010156838
"TRINITY_DN0_c2_g1_i35"	-0.300447481240873	-0.2382609262289	-0.132117006870377	0.312496251050499	-0.112411772655181
"TRINITY_DN0_c2_g1_i37"	0.737391058875873	0.0800850801384501	-0.352039988448962	-0.342685597244648	-0.610002633299708
"TRINITY_DN0_c2_g1_i39"	0.878445291134023	0.126244988024039	-0.339953066319295	-0.354569115979976	-0.585412702376464
"TRINITY_DN0_c2_g1_i4"	0.849820464503498	0.278869866787249	-0.398233313334828	-0.448512666344113	-0.60189470081636
"TRINITY_DN0_c2_g1_i40"	-0.247020226436233	-0.113592717147362	-0.215953416197866	0.162579510367629	0.431970778619745
"TRINITY_DN0_c2_g1_i43"	-0.320860686079452	-0.229610627961555	0.0310250103897871	-0.259272051268653	0.384963540953556
"TRINITY_DN0_c2_g1_i6"	-0.788297003621605	-0.202551796066443	0.307807512833152	0.328926559575692	0.876015021165476
"TRINITY_DN0_c2_g1_i7"	0.449623254216013	-0.0169241624037407	0.09825644265458	-0.313044553227966	-0.257527250909262
"TRINITY_DN0_c2_g1_i9"	0.569941864936068	0.0378300157227532	-0.701132646571708	-0.0194591626061867	-0.229195887138771
"TRINITY_DN0_c235_g1_i1"	-0.854233948941303	-0.108716566985724	0.467916647092453	0.21825288121444	0.919915340826398
"TRINITY_DN0_c5_g3_i2"	0.727935295408696	0.0450246187638174	-0.435900918064658	-0.195856383267439	-0.834675344515967
"TRINITY_DN0_c162_g1_i1"	0.641950919568514	0.21631167528793	-0.157473287449899	-0.71830817120405	-0.473455924697154
"TRINITY_DN0_c51_g1_i1"	0.553182713499709	0.160588739249218	-0.305068257059622	0.0110809504999872	-0.304167098758531
"TRINITY_DN0_c138_g1_i1"	0.881538741031018	0.187455519902965	-0.297453881229438	-0.434424971729262	-0.675874102637905
"TRINITY_DN0_c2_g3_i1"	-0.509801493610726	0.0235873683337965	0.512332685446447	0.221702361653754	0.646122078466389
"TRINITY_DN0_c10_g1_i1"	-0.27135800698936	-0.0656607570536521	0.0947929864731772	0.0788037926158713	0.676076265462514
"TRINITY_DN0_c13_g1_i1"	0.81584395408346	0.319370967671288	-0.635828570240514	-0.30562339951774	-0.727923673417689
"TRINITY_DN0_c13_g1_i4"	0.700942661681887	0.0553425019255389	-0.171869815370096	-0.510604672014801	-0.6039260863457
"TRINITY_DN0_c2_g2_i1"	0.842979222351261	0.139639872815528	-0.406192641686545	-0.756289066910736	-0.639720011043264
"TRINITY_DN0_c152_g1_i1"	0.646887909251148	0.0203552161636085	-0.680216962067706	-0.0879032905823474	-0.417646365818863
"TRINITY_DN0_c60_g3_i1"	0.884209498213659	0.0645588131458113	-0.55215417259596	-0.499977871850838	-0.707730007118149
"TRINITY_DN0_c5_g1_i15"	0.811157358511395	0.13190398920128	-0.281901365132183	-0.381283026640684	-0.709244815182809
"TRINITY_DN0_c176_g1_i1"	-0.719947868344585	-0.23800292360235	0.265079923865222	0.500896905327058	0.936552757060004
"TRINITY_DN0_c36_g2_i1"	0.927099719307303	0.0523369821058084	-0.49086904868408	-0.526360134967669	-0.631510089859587
"TRINITY_DN0_c55_g1_i1"	-0.74612378479875	-0.125668673826678	0.227145513364099	0.47923075044466	0.638960720145655
"TRINITY_DN0_c55_g1_i3"	-0.66007787882085	-0.299055649614143	0.322807236891456	0.31496154880807	0.512657707624126
"TRINITY_DN0_c55_g1_i4"	0.118580546063005	0.0663837809684897	0.0642436062179956	-0.14631231724025	-0.46346033441132
"TRINITY_DN0_c1_g1_i11"	0.657133591493924	0.468059880595418	-0.488543670657751	-0.543604066885848	-0.666295726377551
"TRINITY_DN0_c1_g1_i16"	0.0644446902390273	-0.0613262934430562	-0.0757578991165183	-0.198070344321498	-0.345561884731847
"TRINITY_DN0_c1_g1_i18"	-0.112763177175469	0.167865367489356	0.190828192286147	-0.264810312982708	-0.0312675375520707
