"kMEblack"	"kMEblue"	"kMEbrown"	"kMEcyan"	"kMEpurple"	"kMEred"	"kMEsalmon"	"kMEyellow"
"TRINITY_DN5614_c0_g1_i8"	-0.184878817813101	0.405685925375611	-0.330515998464085	0.154543331139307	0.14489782493352	-0.257270854004142	0.500572154735548	-0.531068901020419
"TRINITY_DN5651_c0_g1_i3"	0.651861315450101	0.925167244640683	-0.67917900905548	-0.132771440572233	0.156433561740265	-0.536285102889325	0.442221773687664	-0.686974458027215
"TRINITY_DN5612_c17_g1_i3"	0.138750702331464	0.399200297173215	0.151232073490808	0.212346633304283	0.180302829522976	-0.687876706293669	0.259281117401764	-0.59994136750146
"TRINITY_DN5612_c10_g4_i2"	0.707223715576623	0.961352398353542	-0.699308308865277	-0.271568545224428	0.209652325192724	-0.551862678902089	0.380255748091579	-0.658564244189283
"TRINITY_DN5612_c12_g1_i1"	0.546629007533886	0.861017478812795	-0.718260033463956	0.0805237070053146	0.54787991300381	-0.459590214132827	0.329686277068584	-0.590314070088845
"TRINITY_DN5608_c1_g1_i1"	-0.456114804410652	-0.697766570851726	0.589661699585732	0.0145010457387295	-0.365393283021731	0.318027499742627	-0.374184671628911	0.936151075937509
"TRINITY_DN5621_c1_g1_i1"	-0.30524854304814	-0.580575396003668	0.606680331580873	0.00909381951710263	-0.312713392355449	0.170408966252571	-0.432058603069793	0.866668672627731
"TRINITY_DN5600_c0_g1_i13"	-0.390248352932441	-0.749814127310233	0.504381423921521	-0.0679114173954657	-0.293805072677265	0.382094285753295	-0.580429552594319	0.951135155225627
"TRINITY_DN5600_c0_g1_i7"	-0.404235777591074	-0.641881535671615	0.293555234195706	-0.14477571480413	-0.378521800904173	0.464792810534925	-0.241432312852746	0.905082934191274
"TRINITY_DN5632_c0_g1_i10"	0.767057634021161	0.930784998141323	-0.8060470764308	-0.147587644541583	0.294243294529815	-0.361163687776239	0.30294237021646	-0.6246836335308
"TRINITY_DN5632_c0_g3_i1"	0.424245461265763	0.837659132257102	-0.785631301517248	0.0626391523301301	0.488465083252377	-0.412426357220296	0.533324676795733	-0.67567023109996
"TRINITY_DN5632_c0_g2_i2"	0.854110645045299	0.669878354215664	-0.543236422317372	-0.0186428035189643	0.323883842115583	-0.287494010405584	0.14483169664923	-0.451354341116984
"TRINITY_DN5601_c0_g1_i10"	0.927777846991171	0.511752652151219	-0.491239038254617	-0.212634313885566	0.0492326669971195	0.0145840527256182	0.105555848594043	-0.293676713530364
"TRINITY_DN5662_c12_g1_i7"	0.928976620223295	0.578356701820118	-0.5007831348933	-0.244732100049626	0.0520452941515736	-0.0534255223258419	0.0823692961423736	-0.293276892003108
"TRINITY_DN5662_c0_g2_i2"	0.793418011505733	0.770185684136574	-0.504390599110843	0.0259746112827117	0.253513022970084	-0.45576760181518	0.190293939712274	-0.511031591327944
"TRINITY_DN5662_c1_g1_i17"	0.0668064373802267	0.518710340052514	-0.58335275840861	0.304944150209128	0.639394266223991	-0.297444297536411	0.245152992765923	-0.567289980458395
"TRINITY_DN5662_c21_g2_i1"	-0.498598865930114	-0.679023354918931	0.967472318060768	0.0908501915740686	-0.342705529756826	-0.00676672999628883	-0.34587408565938	0.495803392852026
"TRINITY_DN5622_c0_g1_i7"	0.773910725141776	0.958803718855337	-0.785508416757896	-0.0904939754726339	0.360078606407092	-0.46759740991525	0.385165884433003	-0.618979901545767
"TRINITY_DN5637_c1_g1_i4"	0.973532321274105	0.689462842555669	-0.534163289239696	-0.142605529797288	0.13854296469999	-0.254250930675701	0.127255900626769	-0.377013181628286
"TRINITY_DN5616_c8_g1_i1"	0.862356109939587	0.90836450355994	-0.682121311381693	-0.145790085547028	0.2559025416175	-0.454638859394564	0.350620659710871	-0.55514244264797
"TRINITY_DN5616_c0_g1_i3"	0.669208142482963	0.75504131895689	-0.438323253599428	0.0894804694209624	0.427415439831997	-0.659348654087502	0.394410657867394	-0.479505534740869
"TRINITY_DN5616_c0_g1_i12"	0.940996241999628	0.735235220510491	-0.594547448295408	-0.0900855408804582	0.27201694486143	-0.343088820452113	0.31843674296761	-0.435356509697497
"TRINITY_DN5616_c11_g1_i1"	0.81448007129643	0.855221368019251	-0.520139797089689	-0.0927421535764662	0.26466879812362	-0.561252627382607	0.403167744611112	-0.506137099090455
"TRINITY_DN5616_c0_g2_i8"	0.649568843333218	0.826040166063411	-0.593255728216341	0.134134442399526	0.453170213840513	-0.56871188101337	0.485385175897939	-0.701865296430338
"TRINITY_DN5616_c0_g3_i1"	0.381059779190853	0.69816411291341	-0.592087961031534	0.101160533363859	0.324875437653586	-0.323345348857507	0.428862035549569	-0.615177443083424
"TRINITY_DN5616_c0_g3_i5"	0.559661237519623	0.838467346211608	-0.568906808963928	-0.0802954934345401	0.298444885708144	-0.566307707860224	0.340664830667673	-0.489288714687705
"TRINITY_DN5605_c6_g1_i1"	-0.10978354331799	0.255047279797809	-0.0633807075856975	-0.348833303166202	-0.266946056082715	-0.172359918268873	-0.0742004455681706	-0.33517819326627
"TRINITY_DN5628_c1_g1_i17"	0.178602151512259	0.716085457787923	-0.619950784092132	0.0613889755529463	0.443670900584867	-0.391615765152794	0.3490569183623	-0.601190557002074
"TRINITY_DN5631_c0_g1_i2"	0.761658435665705	0.621469549772824	-0.5659697257323	0.171931292367901	0.587327880359418	-0.220464321813954	0.178935285524241	-0.41738126912782
"TRINITY_DN37816_c0_g1_i1"	-0.332102033864604	-0.580369074475711	0.171914446372265	-0.140690037387537	-0.305315396100073	0.423936882233381	-0.311999505510223	0.919025707577745
"TRINITY_DN37868_c0_g1_i2"	-0.443909699948204	-0.68964803742397	0.549605460153074	-0.0548332556096897	-0.376633256226374	0.340968896510792	-0.383328125952069	0.942365187002177
"TRINITY_DN37855_c0_g2_i3"	0.54646775415241	0.818139418924256	-0.645264106639887	0.000573084270369568	0.295914554415365	-0.331948200539401	0.488604587338768	-0.659369523089719
"TRINITY_DN37821_c0_g1_i10"	-0.300318958454692	-0.681884935491479	0.386438037398811	-0.224932285906949	-0.479146182438868	0.481075570744849	-0.417326671302836	0.965141784911853
"TRINITY_DN37814_c0_g1_i3"	-0.311167119951572	-0.560769090666848	0.00765895603511382	-0.199462790923376	-0.338021054019527	0.975495582208251	-0.359102641724488	0.391079246271912
"TRINITY_DN37883_c1_g2_i7"	-0.503928408763627	-0.688357914191287	0.440767702668289	0.160404993600401	-0.166788263930819	0.369205355538044	-0.227948447050053	0.819302525399116
"TRINITY_DN37810_c0_g1_i7"	0.785592826979454	0.732833451384359	-0.693653403221411	0.122930442623238	0.540802944318606	-0.321270695432622	0.295734710216096	-0.431147330534355
"TRINITY_DN37828_c1_g1_i1"	-0.627263564537154	-0.729737943209736	0.953036481113523	0.117769877710872	-0.269723826812901	0.0563690530629542	-0.26595423502955	0.37464761592612
"TRINITY_DN79355_c0_g1_i7"	-0.35358508251055	-0.669135152332491	0.41504655322624	-0.117518164376837	-0.324121334189629	0.360366784008647	-0.421862187176129	0.972440250939952
"TRINITY_DN79315_c0_g2_i1"	-0.471654909416343	-0.661951575141101	0.964044785674678	0.0931002388886804	-0.352885238539481	-0.0432021503665856	-0.363491144908898	0.452497920239153
"TRINITY_DN63083_c3_g1_i1"	-0.56091921174045	-0.649623457905657	0.886074504913696	0.180046070088818	-0.168286840794655	-0.0372631179849378	-0.176733372988115	0.253331247905047
"TRINITY_DN63081_c0_g1_i5"	-0.308643197593714	-0.562301312793001	0.325175012344275	-0.121621413643976	-0.351253751163402	0.343826388635586	-0.36189272319657	0.943399332219912
"TRINITY_DN63028_c0_g1_i2"	-0.35104544470076	-0.705006057472802	0.594966663896331	-0.0262588769428883	-0.324942141848388	0.256680131684102	-0.544407149924406	0.946116614747049
"TRINITY_DN28797_c0_g3_i7"	0.868834158081445	0.503562731484675	-0.530808560687646	-0.113251588823435	0.103851071939017	0.0415341867073622	0.0733027382771587	-0.305723148024536
"TRINITY_DN28742_c0_g1_i10"	0.75328699668838	0.909793509890309	-0.490783955519254	-0.268172085784295	0.0762456419820054	-0.608520805206596	0.288731415900762	-0.604499625043901
"TRINITY_DN28742_c0_g1_i2"	0.388221863820332	0.46733090440734	-0.527212906464772	0.16536534888868	0.559454879137514	-0.128842951981578	0.166344011386027	-0.344286658829462
"TRINITY_DN28708_c1_g1_i6"	-0.623559876626156	-0.741044095593438	0.942367329789853	0.183054435181032	-0.268157180656026	0.0483875112387306	-0.266827845689148	0.380594331236131
"TRINITY_DN28708_c2_g2_i1"	-0.477420651249669	-0.60375348692102	0.883044313656938	0.159470368388139	-0.274679385012519	0.0551181170774724	-0.276636484523905	0.471744550390624
"TRINITY_DN28708_c2_g1_i3"	-0.402879217499257	-0.498535421373613	0.861656930934817	0.200069844218775	-0.185194264748486	-0.0750439674730509	-0.18958218962841	0.350367454667275
"TRINITY_DN28779_c0_g1_i3"	0.73384356436008	0.666731461004275	-0.471673929270603	0.160610857588211	0.499082997706708	-0.527350224534068	0.242189589748824	-0.359595197744461
"TRINITY_DN28779_c0_g1_i9"	0.591730169672796	0.740732554238229	-0.549414671475768	-0.0505257870628742	0.158063472434592	-0.299538087813179	0.281679565137916	-0.527588148325029
"TRINITY_DN28721_c2_g2_i1"	-0.53726402099285	-0.653502981026102	0.906107451300834	0.187762995785578	-0.257333983180728	0.0917557974089786	-0.258286169445939	0.479284834127079
"TRINITY_DN28760_c7_g1_i1"	-0.454213299734667	-0.727631128795266	0.857322123723019	0.00990357033639122	-0.418226410783781	0.134282545069297	-0.378983226561734	0.770464276298958
"TRINITY_DN28791_c8_g1_i1"	-0.302478791318055	-0.630640358469128	0.310733149202661	-0.200931147429484	-0.336694674461396	0.41746933653902	-0.412662962214189	0.954302315790924
"TRINITY_DN28777_c0_g2_i1"	-0.55609543147329	-0.701452221602584	0.951257469443003	0.0169258507008699	-0.474805694451315	0.024203420882544	-0.393380401563664	0.600203051797493
"TRINITY_DN28777_c1_g1_i1"	-0.643974751762751	-0.86285349146076	0.86563330050808	-0.0150461878093852	-0.401192150625813	0.260048308030291	-0.397769584927942	0.80397978277598
"TRINITY_DN28710_c0_g1_i8"	-0.454986877351521	-0.619181171010477	0.816692847045167	0.27761809693641	-0.257487396603015	-0.00582131208203197	-0.26419484572485	0.352554026029332
"TRINITY_DN28710_c0_g1_i2"	-0.524646631533922	-0.661197240009027	0.973747483871499	0.127333512053437	-0.307988037270382	-0.016279952199112	-0.306278236751063	0.385666625294846
"TRINITY_DN28769_c0_g1_i1"	-0.502057022271434	-0.681388918265559	0.985307547967229	0.100198954057299	-0.377814472472457	-0.0399008311989397	-0.348525702314825	0.479033918870054
"TRINITY_DN28722_c2_g1_i1"	0.900575047049421	0.799211598436932	-0.592230608799804	-0.106962666335678	0.251433428515398	-0.429750968997854	0.406614323035522	-0.473529831550572
"TRINITY_DN28783_c1_g1_i5"	-0.582075155526762	-0.78700652586485	0.95094643713612	0.0137324365847926	-0.398414002779067	0.112065784822414	-0.398218409519865	0.655136594609593
"TRINITY_DN28729_c0_g1_i3"	-0.428934003875927	-0.681488946040325	0.32346963148093	-0.126526444057434	-0.343707580636885	0.421292559188412	-0.348321031995332	0.960882024100331
"TRINITY_DN28789_c2_g1_i24"	0.296833691987099	0.76110820974679	-0.449235514937384	0.0476269269145052	0.225212939499527	-0.563628557165121	0.390065433932041	-0.746297804054724
"TRINITY_DN28789_c2_g1_i13"	0.524801083696428	0.792529458915835	-0.556212999795339	0.34929175245076	0.719235162820681	-0.585053683035915	0.197802209769201	-0.684594600505818
"TRINITY_DN28789_c1_g1_i1"	-0.275591629729785	-0.557744105188478	0.648975791654819	-0.0679211561699555	-0.336248053086255	0.147212887079	-0.31291538678082	0.739941287956904
"TRINITY_DN79407_c0_g1_i7"	-0.331129603196958	-0.641095311862225	0.284127496296607	-0.10684775230444	-0.273482984930885	0.393018836247705	-0.399010267722031	0.920965483751914
"TRINITY_DN79422_c1_g1_i1"	-0.486344764616858	-0.720133223191248	0.933742037347638	0.123814993808991	-0.354582678719792	0.025733884066731	-0.369754574332854	0.540663854522368
"TRINITY_DN79491_c0_g1_i17"	-0.317762561928342	-0.577126556351943	0.126720436912595	-0.14195252259462	-0.314422979362485	0.463552457157585	-0.27871460951162	0.880153918609086
"TRINITY_DN79478_c0_g1_i2"	0.287242885098819	0.630092321762433	-0.263782482258494	-0.241561073344418	0.206352430366019	-0.580886953349207	0.36335912587961	-0.706572235956453
"TRINITY_DN79478_c1_g1_i1"	0.608740002318499	0.911352142051757	-0.751982213101804	-0.117528167122232	0.373808970045786	-0.409276412044626	0.306668952933837	-0.674411643122831
"TRINITY_DN12483_c0_g1_i3"	0.761539367564545	0.814666659590104	-0.491785332488112	-0.367567292654072	-0.140275801699184	-0.424258995810401	0.262632721649055	-0.447067359691359
"TRINITY_DN12483_c2_g1_i1"	-0.52140460518801	-0.78342113088892	0.840654978948336	-0.0034326901782222	-0.434730682353122	0.15228638955596	-0.439435389260369	0.800442385372512
"TRINITY_DN12440_c0_g2_i1"	0.852495286960067	0.766507538524058	-0.659331755774551	-0.0546921415864407	0.250077370312405	-0.280746017161918	0.416575738387522	-0.528807787439782
"TRINITY_DN12479_c0_g1_i17"	0.514876540543878	0.588996280772412	-0.425336921814424	0.26195747052995	0.565224323351797	-0.453411130094821	0.487458102220085	-0.449104320604108
"TRINITY_DN12479_c0_g1_i14"	0.286277409013241	0.591793901403808	-0.408270981810839	0.453939967156515	0.808368820107436	-0.568471350383302	0.0922952257365032	-0.501688769448663
"TRINITY_DN12479_c0_g1_i1"	0.0858457865068141	0.419571014028205	-0.163623488154044	-0.0799005008377174	0.0374605564576371	-0.427963184138963	0.342658040812585	-0.314667731977301
"TRINITY_DN12400_c5_g1_i1"	-0.0643115093826508	-0.369186830381911	0.699322636820337	0.0968560816089442	-0.243950377409803	-0.147473542505132	-0.267010161407625	0.474118154759597
"TRINITY_DN12487_c0_g1_i1"	0.714056859610773	0.916441537240079	-0.610667664159375	-0.161363476949074	0.146745989046695	-0.549638653156598	0.310213555642585	-0.650127260413684
"TRINITY_DN12487_c0_g1_i5"	0.483885251463614	0.840886079421463	-0.502423632823225	-0.0294401760270549	0.183909800868704	-0.678186061177258	0.429842421688516	-0.662102595206787
"TRINITY_DN12416_c0_g1_i2"	0.723678758133779	0.950273698654914	-0.841588277982174	-0.0073300546434365	0.425913904716424	-0.441926990516286	0.368959188226061	-0.66950636509794
"TRINITY_DN12416_c0_g1_i4"	0.601121177483034	0.91880297975224	-0.765751651023553	-0.149939935460069	0.406836856213406	-0.475441255968908	0.353172275432473	-0.684334355033024
"TRINITY_DN96656_c1_g2_i2"	0.457382422746623	0.768731281196701	-0.877638402445077	0.072171326741858	0.422499061239881	-0.248151766611412	0.447338705064751	-0.540558826248611
"TRINITY_DN96656_c1_g3_i1"	0.567117428002543	0.772403912457811	-0.80765017206372	0.11742075138282	0.494443636167765	-0.228032877965514	0.360173522210197	-0.746528879498126
"TRINITY_DN96701_c0_g1_i1"	-0.552979089349164	-0.775146353532628	0.929415883427949	0.0857202347145351	-0.344295099686275	0.107890372325275	-0.343292424075203	0.606966626468654
"TRINITY_DN96678_c2_g1_i1"	0.296523967776432	0.691661318163288	-0.401450559668721	0.0187905546736158	0.23519661700038	-0.513737388630392	0.0958901460629716	-0.565579299223412
"TRINITY_DN96677_c6_g1_i1"	-0.316038334205698	-0.571710355554483	0.820273382181161	0.0130911938381771	-0.430593704455516	0.0439493742992831	-0.349770146552465	0.54408622435015
"TRINITY_DN4795_c0_g1_i22"	0.036074674511574	0.242650088933311	-0.308220804072053	0.699566874909143	0.978059048569935	-0.265056974493857	0.054447579095709	-0.351630532340194
"TRINITY_DN4715_c0_g1_i19"	0.694807633813937	0.953844963522232	-0.660268585559858	-0.0809647991786992	0.412275707305667	-0.577436164538487	0.431039530117499	-0.773484537743614
"TRINITY_DN4775_c4_g1_i1"	0.163178514643259	0.567407157738727	-0.315077263298732	0.214243522029444	0.413796053762703	-0.54098616717514	0.0750173300539108	-0.55669022528706
"TRINITY_DN4775_c2_g3_i2"	0.845758536922363	0.769586715014688	-0.437710598832157	-0.104119074042297	0.263930109444805	-0.46760803250056	0.0575437064869918	-0.481107373212653
"TRINITY_DN4791_c0_g1_i1"	0.949450199445706	0.710196189315919	-0.571440584029612	-0.0733598736968531	0.295824680982905	-0.322062505857821	0.207658316497355	-0.37485659267959
"TRINITY_DN4727_c0_g1_i10"	0.955430913639266	0.684008559326203	-0.515834267419416	-0.298801137254524	-0.00968295493295866	-0.21650307986123	0.320078817563343	-0.415764357585811
"TRINITY_DN4727_c0_g1_i6"	0.921339635023061	0.567029693500781	-0.434929448973369	-0.322714435377363	-0.109508406534834	-0.158101038517304	0.157912514499671	-0.263457071156586
"TRINITY_DN4778_c1_g1_i2"	-0.287237194353691	-0.61018057661901	0.0875255142894538	-0.128682024957995	-0.251831604882329	0.941050135572694	-0.4090507634625	0.368373654718656
"TRINITY_DN4766_c0_g2_i1"	0.643517671001841	0.757121350902645	-0.559680173380439	-0.0259721338725667	0.261152157638605	-0.445949016497726	0.442443021761288	-0.621699413889564
"TRINITY_DN4776_c5_g1_i2"	0.591423761230154	0.712081894274609	-0.361499270437518	-0.311685163224003	-0.191998185668962	-0.445231803869762	0.479487164607643	-0.472073996475814
"TRINITY_DN4776_c5_g1_i7"	-0.09944623350112	0.264292974207849	-0.0370540343656033	0.212379047131275	0.302684332165108	-0.356138498715029	-0.211287341041665	-0.305080143320518
"TRINITY_DN4796_c0_g1_i5"	0.768649198011763	0.667435138371991	-0.461267165738978	0.0066785556771778	0.333402093912586	-0.367844302573215	0.0225701820510583	-0.411469333386616
"TRINITY_DN4789_c16_g1_i4"	0.16921152615415	0.431413359634494	-0.306484771682523	-0.0269234295609845	0.287399846889522	-0.307358932108	0.45345546977813	-0.442696202244171
"TRINITY_DN4789_c3_g3_i1"	0.805329746852542	0.925535814662341	-0.65364583073803	-0.142685712284206	0.289346348850946	-0.520440129930529	0.410649516588918	-0.67335328079933
"TRINITY_DN4789_c0_g1_i2"	0.572838902885314	0.857755461465385	-0.722867232465746	-0.021358997122742	0.435745147035671	-0.425857834614001	0.256460846594099	-0.632712182420152
"TRINITY_DN4789_c16_g2_i1"	0.294098130205911	0.296508973537666	-0.141519355158844	0.364148958688922	0.376468247496833	-0.19381211852627	0.209779317234168	-0.321975800714794
"TRINITY_DN4789_c6_g1_i1"	0.694046759888651	0.95034367920245	-0.757421398271512	-0.133899872591159	0.320784896195	-0.431620342279183	0.430204706653984	-0.647445519592204
"TRINITY_DN4714_c2_g1_i1"	0.542420482443576	0.927957075496099	-0.667763078170923	-0.0828722794697197	0.29931834460186	-0.582479257779364	0.455739438634246	-0.705379787179021
"TRINITY_DN4739_c0_g2_i8"	0.748379472556537	0.968428758536734	-0.777144643551574	-0.172457860679484	0.214751336802614	-0.47301230055015	0.401653715453529	-0.637394269149345
"TRINITY_DN4739_c0_g3_i7"	0.684470503901752	0.946029782131096	-0.684557426236641	-0.27577666102925	0.194532005346172	-0.524834349973208	0.405681128547725	-0.632175030382465
"TRINITY_DN4739_c0_g1_i5"	0.777548308733694	0.963273574057673	-0.70303694403029	-0.191769418182263	0.168125790489541	-0.496209617799114	0.417619871679873	-0.616148628976108
"TRINITY_DN4739_c0_g1_i13"	0.736085616344786	0.93963918185311	-0.574960436484208	-0.220989857976235	0.0999553736404148	-0.578589614537087	0.393711759995296	-0.672397086358929
"TRINITY_DN4739_c0_g1_i35"	0.783267289343969	0.973464088009201	-0.684947737287269	-0.195635281960468	0.183862170725734	-0.54481787008891	0.3848710824526	-0.643607344113454
"TRINITY_DN4739_c0_g1_i17"	0.808530403347775	0.777210773862308	-0.643092983009239	-0.0972355909482607	0.242147930527738	-0.274293435841298	0.0246091506476306	-0.366366507692328
"TRINITY_DN4739_c0_g1_i10"	0.746325831311825	0.932298891285898	-0.647941251113587	-0.265316050388576	0.168131985883698	-0.520212999549213	0.349569751393477	-0.556755292125873
"TRINITY_DN4739_c3_g3_i3"	0.705500790083873	0.92569496479471	-0.588525190714972	-0.245609089493365	0.0247919239827783	-0.575055049966362	0.430410022894794	-0.602174340736366
"TRINITY_DN4701_c1_g1_i23"	0.722664770401316	0.805528433121552	-0.654855792066519	0.0561600333456429	0.427503583894993	-0.449912040227141	0.46772599810134	-0.623231396804974
"TRINITY_DN4738_c0_g1_i52"	-0.506393266194217	-0.655791565092252	0.874387052751561	0.142930245450642	-0.270084294688731	0.107542681465634	-0.275535545428501	0.548365931754345
"TRINITY_DN4738_c2_g1_i5"	-0.0204898249716738	0.205548516905505	-0.0686291583063035	-0.0430556325054731	0.127144412523069	-0.304113401988346	0.805071659014194	-0.262585045752981
"TRINITY_DN4797_c0_g1_i5"	0.115233069420655	0.460620146021611	-0.106773191663924	0.0604592136159746	0.334658780548039	-0.443893586197842	-0.182689405778103	-0.494314826215058
"TRINITY_DN4702_c1_g1_i13"	0.3003104951423	0.720821936164737	-0.602002144795108	0.101094576316433	0.21194604065233	-0.287486095124184	0.442969341233994	-0.684322689541732
"TRINITY_DN4712_c0_g1_i4"	0.919117857461188	0.763421284708454	-0.52588157655395	-0.272452884869604	0.0492288250800139	-0.319376795361932	0.182887459294313	-0.39661965538461
"TRINITY_DN4712_c0_g1_i12"	0.672407766181904	0.947889218388661	-0.691064350012852	-0.13035346151307	0.249612428241743	-0.581895294003379	0.480179540428047	-0.65115809684047
"TRINITY_DN4740_c0_g1_i4"	0.93423390402778	0.557875406984356	-0.437895910325716	-0.271097468412102	0.00362230052218799	-0.0903348241135702	0.149701216683709	-0.26879506104476
"TRINITY_DN4740_c0_g1_i3"	0.385689263150593	0.758266013309364	-0.53607581019525	0.0472881037787283	0.440962853617538	-0.487305482441321	0.446585978707913	-0.658375407670349
"TRINITY_DN4750_c0_g1_i5"	0.17685079513611	0.615703924317991	-0.533556873274178	0.27717695145936	0.56988281960802	-0.431958799014601	0.412569085560387	-0.576324766776976
"TRINITY_DN4750_c0_g1_i8"	0.689704268880876	0.714313089913757	-0.556928282659753	-0.335827687154161	-0.123834397266528	-0.256081361556184	0.306576589167752	-0.473203286080043
"TRINITY_DN80318_c0_g1_i10"	-0.416630700567662	-0.698697076285575	0.358079583774328	-0.00956021536985659	-0.352984450135299	0.453535411024332	-0.311585249450368	0.922145548736407
"TRINITY_DN28878_c0_g1_i1"	0.437394800086399	0.737525081026833	-0.719349247809175	0.0276210242498696	0.489128804935843	-0.253946168265149	0.223575213529943	-0.622846957317923
"TRINITY_DN28871_c4_g1_i2"	0.811909549322265	0.751080066895147	-0.45745172557527	-0.343033139271016	-0.0872424820334019	-0.357706584373324	0.127986220839778	-0.421092432679808
"TRINITY_DN28802_c1_g1_i2"	-0.192430048502797	-0.521491428778881	0.00381471161106665	-0.24033675222217	-0.362528030514835	0.951541535921254	-0.482837377856236	0.416438363274763
"TRINITY_DN28829_c0_g1_i7"	0.622646540872079	0.578460828270385	-0.262824421208258	-0.0518369746012982	-0.0147648396909693	-0.333560228383432	-0.0499524893326251	-0.233551066209428
